report_id,report_text,report_type,date,location,activity,hazard,barrier_failure,life_saving_rule,sif_potential,risk_score,risk_level
R0743,Worker was not wearing safety glasses in the workshop area.,INCIDENT,2026-04-25,Pipeline Section 7,Ppe,PPE,,Permit to Work,0,40,MEDIUM
R0744,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-01-16,Site B,Housekeeping,HOUSEKEEPING,,Permit to Work,0,38,MEDIUM
R0745,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,INCIDENT,2026-04-22,Well Pad 12,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0746,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",INCIDENT,2026-01-23,Tank Farm 3,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0747,Maintenance was carried out after proper lockout tagout isolation was verified.,INCIDENT,2026-06-03,Site C - Refinery,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,59,MEDIUM
R0748,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_CONDITION,2026-05-06,Well Pad 12,Lifting,LIFTING,,Lifting Operations,0,59,MEDIUM
R0749,Lifting operation followed load chart with rigging inspected prior to lift.,UNSAFE_CONDITION,2026-05-07,Well Pad 12,Lifting,LIFTING,,Lifting Operations,0,55,MEDIUM
R0750,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-03-25,Site B,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0751,Worker was observed working at height without a safety harness on the scaffold.,INCIDENT,2026-08-20,Site A,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0752,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-06-20,Pipeline Section 7,Housekeeping,HOUSEKEEPING,,Permit to Work,0,29,LOW
R0753,Lifting operation followed load chart with rigging inspected prior to lift.,INCIDENT,2026-03-25,Tank Farm 3,Lifting,LIFTING,,Lifting Operations,0,62,HIGH
R0754,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,UNSAFE_ACT,2026-01-17,Loading Terminal,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0755,Lifting operation followed load chart with rigging inspected prior to lift.,NEAR_MISS,2026-07-28,Site C - Refinery,Lifting,LIFTING,,Lifting Operations,0,57,MEDIUM
R0756,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",NEAR_MISS,2026-06-23,Site A,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0757,Worker entered confined space without atmospheric testing. No standby person was present.,NEAR_MISS,2026-02-11,Pipeline Section 7,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0758,Minor gas odor was reported and area was isolated with no ignition sources present.,NEAR_MISS,2026-04-09,Maintenance Yard,Fire,FIRE,,Fire / Explosion,0,60,MEDIUM
R0759,Minor gas odor was reported and area was isolated with no ignition sources present.,UNSAFE_CONDITION,2026-08-14,Well Pad 12,Fire,FIRE,,Fire / Explosion,0,64,HIGH
R0760,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,INCIDENT,2026-05-15,Site C - Refinery,Vehicle,VEHICLE,,Driving,0,53,MEDIUM
R0761,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-04-27,Site B,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0762,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-07-07,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,28,LOW
R0763,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_ACT,2026-03-14,Maintenance Yard,Housekeeping,HOUSEKEEPING,,Permit to Work,0,30,LOW
R0764,Improper scaffolding was noted with no guardrail installed at elevated platform.,INCIDENT,2026-06-26,Maintenance Yard,Working At Height,WORKING_AT_HEIGHT,Fall Protection;Scaffold Inspection,Working at Height,1,100,CRITICAL
R0765,Hot work permit and fire watch were in place during welding activity.,UNSAFE_ACT,2026-07-04,Site C - Refinery,Hot Work,HOT_WORK,,Hot Work,0,61,HIGH
R0766,Technician performed vessel entry without gas testing during maintenance shutdown.,NEAR_MISS,2026-02-15,Pipeline Section 7,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0767,Hot work welding was performed without a fire watch permit in a flammable atmosphere area.,INCIDENT,2026-05-12,Site A,Hot Work,HOT_WORK,Fire Watch,Hot Work,1,100,CRITICAL
R0768,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-03-25,Tank Farm 3,Vehicle,VEHICLE,,Driving,0,49,MEDIUM
R0769,Exclusion zone was maintained and no personnel were in line of fire during the lift.,INCIDENT,2026-08-03,Loading Terminal,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,58,MEDIUM
R0770,Minor gas odor was reported and area was isolated with no ignition sources present.,UNSAFE_CONDITION,2026-03-21,Pipeline Section 7,Fire,FIRE,,Fire / Explosion,0,65,HIGH
R0771,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,INCIDENT,2026-02-03,Site C - Refinery,Vehicle,VEHICLE,,Driving,0,62,HIGH
R0772,"Worker was standing under a suspended load during lifting operation, no exclusion zone maintained.",NEAR_MISS,2026-05-23,Tank Farm 3,Line Of Fire,LINE_OF_FIRE,Exclusion Zone,Line of Fire,1,100,CRITICAL
R0773,Minor gas odor was reported and area was isolated with no ignition sources present.,NEAR_MISS,2026-08-25,Pipeline Section 7,Fire,FIRE,,Fire / Explosion,0,70,HIGH
R0774,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,INCIDENT,2026-07-06,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,38,MEDIUM
R0775,Worker entered confined space without atmospheric testing. No standby person was present.,INCIDENT,2026-05-24,Site B,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0776,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",UNSAFE_ACT,2026-02-03,Maintenance Yard,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0777,Electrical panel was properly closed and de-energized before inspection.,INCIDENT,2026-02-04,Tank Farm 3,Electrical,ELECTRICAL,,Electrical,0,49,MEDIUM
R0778,Minor gas odor was reported and area was isolated with no ignition sources present.,INCIDENT,2026-05-08,Well Pad 12,Fire,FIRE,,Fire / Explosion,0,57,MEDIUM
R0779,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_CONDITION,2026-03-17,Site C - Refinery,Housekeeping,HOUSEKEEPING,,Permit to Work,0,32,MEDIUM
R0780,Worker entered confined space without atmospheric testing. No standby person was present.,NEAR_MISS,2026-06-28,Maintenance Yard,Confined Space,CONFINED_SPACE,Atmospheric Testing;Standby Person,Confined Space,1,100,CRITICAL
R0781,"Crane lifting operation proceeded with a sling that was not inspected, rigging appeared worn.",INCIDENT,2026-08-05,Site C - Refinery,Lifting,LIFTING,Rigging Inspection,Lifting Operations,1,100,CRITICAL
R0782,Gas leak was detected near an ignition source with flammable material nearby.,INCIDENT,2026-07-17,Tank Farm 3,Fire,FIRE,Ignition Control,Fire / Explosion,1,100,CRITICAL
R0783,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_CONDITION,2026-02-15,Tank Farm 3,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,58,MEDIUM
R0784,Exclusion zone was maintained and no personnel were in line of fire during the lift.,UNSAFE_CONDITION,2026-05-01,Site A,Line Of Fire,LINE_OF_FIRE,,Line of Fire,0,53,MEDIUM
R0785,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-08-18,Site A,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0786,Worker was not wearing safety glasses in the workshop area.,NEAR_MISS,2026-01-25,Loading Terminal,Ppe,PPE,,Permit to Work,0,41,MEDIUM
R0787,Hot work permit and fire watch were in place during welding activity.,UNSAFE_ACT,2026-06-07,Loading Terminal,Hot Work,HOT_WORK,,Hot Work,0,61,HIGH
R0788,Electrical panel was properly closed and de-energized before inspection.,UNSAFE_CONDITION,2026-03-23,Loading Terminal,Electrical,ELECTRICAL,,Electrical,0,61,HIGH
R0789,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,UNSAFE_ACT,2026-07-21,Well Pad 12,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,100,CRITICAL
R0790,Electrical panel was left open with exposed live wire near walking path.,NEAR_MISS,2026-05-21,Tank Farm 3,Electrical,ELECTRICAL,Insulation / De-energization,Electrical,1,100,CRITICAL
R0791,Vehicle reversing was conducted with a spotter present and pedestrian path segregated.,UNSAFE_CONDITION,2026-03-10,Site B,Vehicle,VEHICLE,,Driving,0,47,MEDIUM
R0792,Worker was exposed to chemical spill without wearing respirator or protective equipment.,NEAR_MISS,2026-05-23,Maintenance Yard,Chemical,CHEMICAL,PPE / Respiratory Protection,Chemical Exposure,1,100,CRITICAL
R0793,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",UNSAFE_ACT,2026-01-18,Site A,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0794,Worker was seen working at height with harness properly secured and scaffold inspected.,NEAR_MISS,2026-03-23,Maintenance Yard,Working At Height,WORKING_AT_HEIGHT,,Working at Height,0,59,MEDIUM
R0795,Oil spill was observed near the maintenance area. Area was barricaded and cleaned immediately.,UNSAFE_ACT,2026-03-01,Maintenance Yard,Housekeeping,HOUSEKEEPING,,Permit to Work,0,24,LOW
R0796,"Technician worked on equipment without lockout tagout isolation performed, energized equipment nearby.",NEAR_MISS,2026-08-12,Maintenance Yard,Energy Isolation,ENERGY_ISOLATION,Lockout/Tagout,Energy Isolation,1,100,CRITICAL
R0797,Worker was not wearing safety glasses in the workshop area.,UNSAFE_ACT,2026-03-02,Tank Farm 3,Ppe,PPE,,Permit to Work,0,32,MEDIUM
R0798,Cluttered walkway with minor trip hazard was reported near the warehouse.,INCIDENT,2026-03-07,Tank Farm 3,Housekeeping,HOUSEKEEPING,,Permit to Work,0,28,LOW
R0799,Vehicle reversed near pedestrian walkway without a spotter and narrowly missed a worker.,INCIDENT,2026-04-13,Maintenance Yard,Vehicle,VEHICLE,Traffic Segregation / Spotter,Driving,1,96,CRITICAL
R0800,Maintenance was carried out after proper lockout tagout isolation was verified.,INCIDENT,2026-02-17,Well Pad 12,Energy Isolation,ENERGY_ISOLATION,,Energy Isolation,0,57,MEDIUM
